city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Victoria,TX,Texas,48469,Victoria,28.8284,-96.9848,68845,67670,705,polygon,TRUE,America/Chicago,77901 77904 77905 77902 77903,1840023044
Woodbury,MN,Minnesota,27163,Washington,44.9056,-92.9231,68820,68820,761,polygon,TRUE,America/Chicago,55129 55125 55187,1840009998
Palatine,IL,Illinois,17031,Cook,42.1181,-88.043,68766,68766,1949,polygon,TRUE,America/Chicago,60074 60067 60038 60055 60078 60094 60095,1840011311
Mount Vernon,WA,Washington,53057,Skagit,48.4203,-122.3114,68613,34590,1093,polygon,TRUE,America/Los_Angeles,98274 98273,1840019774
Carbondale,IL,Illinois,17077,Jackson,37.7219,-89.2237,68540,26179,582,polygon,TRUE,America/Chicago,62901 62903,1840007560
Bossier City,LA,Louisiana,22015,Bossier,32.5227,-93.6665,68485,68485,616,polygon,TRUE,America/Chicago,71112 71111 71110 71113 71171 71172,1840013790
Mount Vernon,NY,New York,36119,Westchester,40.9136,-73.8291,68344,68344,6016,polygon,TRUE,America/New_York,10552 10550 10553 10551,1840000781
Yorba Linda,CA,California,6059,Orange,33.889,-117.7714,68235,68235,1364,polygon,TRUE,America/Los_Angeles,92886 92887 92885,1840021970
Weirton,WV,West Virginia,54029,Hancock,40.406,-80.5671,68173,18989,406,polygon,TRUE,America/New_York,26062,1840005405
Homestead,FL,Florida,12086,Miami-Dade,25.4664,-80.4472,67996,67996,1734,polygon,TRUE,America/New_York,33033 33030 33035 33090 33092,1840015159
Redondo Beach,CA,California,6037,Los Angeles,33.8574,-118.3766,67867,67867,4227,polygon,TRUE,America/Los_Angeles,90278 90277,1840020509
Ames,IA,Iowa,19169,Story,42.0262,-93.6275,67841,66191,1021,polygon,TRUE,America/Chicago,50014 50012 50011 50010 50013,1840007019
Gaithersburg,MD,Maryland,24031,Montgomery,39.1347,-77.213,67776,67776,2553,polygon,TRUE,America/New_York,20878 20899 20879 20877,1840005848
Bay City,MI,Michigan,26017,Bay,43.5903,-83.8886,67712,33511,1272,polygon,TRUE,America/Detroit,48706 48708 48707,1840002583
DeKalb,IL,Illinois,17037,DeKalb,41.9299,-88.7478,67501,43194,1096,polygon,TRUE,America/Chicago,60115,1840007033
Hanover,PA,Pennsylvania,42133,York,39.8118,-76.9835,67480,15561,1625,polygon,TRUE,America/New_York,17331 17332 17333 17334,1840001450
Delray Beach,FL,Florida,12099,Palm Beach,26.455,-80.0905,67371,67371,1633,polygon,TRUE,America/New_York,33445 33444 33483 33448 33482,1840015123
Georgetown,TX,Texas,48491,Williamson,30.6669,-97.694,67140,67140,497,polygon,TRUE,America/Chicago,78633 78626 78628 78627,1840020875
Kenner,LA,Louisiana,22051,Jefferson,30.0109,-90.2549,67089,67089,1742,polygon,TRUE,America/Chicago,70065 70062 70063 70064 70097,1840015047
Palo Alto,CA,California,6085,Santa Clara,37.3917,-122.1465,67024,67024,1084,polygon,TRUE,America/Los_Angeles,94022 95033 94303 94301 94306 94304 94302,1840020333
Fairbanks,AK,Alaska,2090,Fairbanks North Star,64.8353,-147.6533,66996,32751,398,polygon,TRUE,America/Anchorage,99701 99703 99707 99711,1840023463
South San Francisco,CA,California,6081,San Mateo,37.6537,-122.4197,66980,66980,2817,polygon,TRUE,America/Los_Angeles,94128 94080 94083,1840021552
Saratoga Springs,NY,New York,36091,Saratoga,43.0674,-73.7775,66945,27763,381,polygon,TRUE,America/New_York,12866,1840000369
Rockville,MD,Maryland,24031,Montgomery,39.0834,-77.1553,66940,66940,1906,polygon,TRUE,America/New_York,20852 20850 20851 20847 20848 20849 20857,1840005849
Petaluma,CA,California,6097,Sonoma,38.2423,-122.6267,66940,60530,1624,polygon,TRUE,America/Los_Angeles,94954 94952 94953,1840020244
Sherman,TX,Texas,48181,Grayson,33.6266,-96.6195,66791,41567,365,polygon,TRUE,America/Chicago,75092 75090 75091,1840021953
Daytona Beach,FL,Florida,12127,Volusia,29.1959,-81.0935,66645,66645,440,polygon,TRUE,America/New_York,32124 32117 32114 32118 32119 32115 32116 32120 32121 32122 32123 32125 32126 32198,1840015068
Broomfield,CO,Colorado,8014,Broomfield,39.9541,-105.0526,66529,66529,778,polygon,TRUE,America/Denver,80023 80020 80021 80516 80038,1840018781
Grand Forks,ND,North Dakota,38035,Grand Forks,47.912,-97.0751,66487,57339,1097,polygon,TRUE,America/Chicago,58202 58203 58201 58206 58207 58208,1840000101
Eagan,MN,Minnesota,27037,Dakota,44.8168,-93.1638,66428,66428,824,polygon,TRUE,America/Chicago,55121 55122 55123,1840007852
Los Lunas,NM,New Mexico,35061,Valencia,34.8092,-106.7663,66411,15454,374,polygon,TRUE,America/Denver,87031,1840022814
North Little Rock,AR,Arkansas,5119,Pulaski,34.7813,-92.2378,66278,66278,493,polygon,TRUE,America/Chicago,72113 72116 72117 72114 72118 72115 72124 72190 72199,1840014632
Bayonne,NJ,New Jersey,34017,Hudson,40.6659,-74.1141,66238,66238,4399,polygon,TRUE,America/New_York,7002,1840003595
Great Falls,MT,Montana,30013,Cascade,47.5016,-111.2993,65960,59178,1012,polygon,TRUE,America/Denver,59401 59405 59404,1840019839
Rocky Mount,NC,North Carolina,37127,Nash,35.9675,-77.8047,65851,55466,485,polygon,TRUE,America/New_York,27804 27803 27801 27802,1840014490
Mansfield,TX,Texas,48439,Tarrant,32.5692,-97.1208,65631,65631,696,polygon,TRUE,America/Chicago,76063,1840020702
Corvallis,OR,Oregon,41003,Benton,44.5697,-123.2781,65465,57110,1548,polygon,TRUE,America/Los_Angeles,97333 97331 97330 97339,1840018611
Michigan City,IN,Indiana,18091,LaPorte,41.7098,-86.8705,65356,31157,611,polygon,TRUE,America/Chicago,46360 46361,1840013869
Alpharetta,GA,Georgia,13121,Fulton,34.0704,-84.2739,65338,65338,937,polygon,TRUE,America/New_York,30022 30004 30005 30009 30023,1840013659
Parkersburg,WV,West Virginia,54107,Wood,39.2624,-81.5419,65331,30601,1003,polygon,TRUE,America/New_York,26104 26101 26102 26103 26106,1840005786
Laguna Niguel,CA,California,6059,Orange,33.5275,-117.705,65328,65328,1711,polygon,TRUE,America/Los_Angeles,92677 92607,1840020589
San Clemente,CA,California,6059,Orange,33.4498,-117.6103,65309,65309,1373,polygon,TRUE,America/Los_Angeles,92672 92673 92674,1840021962
Tamarac,FL,Florida,12011,Broward,26.2057,-80.2547,65199,65199,2165,polygon,TRUE,America/New_York,33321 33319,1840016001
Shawnee,KS,Kansas,20091,Johnson,39.0158,-94.8076,65194,65194,601,polygon,TRUE,America/Chicago,66214 66217 66218 66227 66216 66203 66226,1840001641
Longview,WA,Washington,53015,Cowlitz,46.1471,-122.9642,65156,37337,991,polygon,TRUE,America/Los_Angeles,98632,1840019904
Elmira,NY,New York,36015,Chemung,42.0938,-76.8097,65104,27962,1488,polygon,TRUE,America/New_York,14901 14905 14904 14902,1840000472
Rogers,AR,Arkansas,5007,Benton,36.3172,-94.1515,65021,65021,661,polygon,TRUE,America/Chicago,72758 72756 72718 72757,1840014444
Schenectady,NY,New York,36093,Schenectady,42.8025,-73.9276,64913,64913,2322,polygon,TRUE,America/New_York,12305 12304 12307 12308 12301 12325 12345,1840000395
Johnstown,PA,Pennsylvania,42021,Cambria,40.3258,-78.9194,64842,19712,1291,polygon,TRUE,America/New_York,15906 15905 15902 15901 15907 15915,1840001116
East Orange,NJ,New Jersey,34013,Essex,40.7651,-74.2118,64789,64789,6417,polygon,TRUE,America/New_York,07018 07017 07019,1840002792
Buckeye,AZ,Arizona,4013,Maricopa,33.4318,-112.643,64629,64629,63,polygon,TRUE,America/Phoenix,85326 85340 85396,1840021939
West Des Moines,IA,Iowa,19153,Polk,41.5527,-93.7803,64560,64560,537,polygon,TRUE,America/Chicago,50265 50266 50263 50061 50398,1840010185
Skokie,IL,Illinois,17031,Cook,42.036,-87.74,64270,64270,2465,polygon,TRUE,America/Chicago,60076 60077 60203,1840011321
Lake Elsinore,CA,California,6065,Riverside,33.6847,-117.3346,64205,64205,646,polygon,TRUE,America/Los_Angeles,92570 92532 92530,1840020560
Eden Prairie,MN,Minnesota,27053,Hennepin,44.8487,-93.4595,63914,63914,758,polygon,TRUE,America/Chicago,55344 55346 55347,1840007821
Wellington,FL,Florida,12099,Palm Beach,26.6464,-80.2708,63900,63900,546,polygon,TRUE,America/New_York,33449 33414 33470,1840018311
Jupiter,FL,Florida,12099,Palm Beach,26.9195,-80.1123,63813,63813,1127,polygon,TRUE,America/New_York,33477 33458 33468,1840017255
Glens Falls,NY,New York,36113,Warren,43.3109,-73.6459,63793,14328,1436,polygon,TRUE,America/New_York,12801 12820,1840000345
Sammamish,WA,Washington,53033,King,47.6045,-122.0446,63773,63773,1337,polygon,TRUE,America/Los_Angeles,98075 98074,1840021115
Pico Rivera,CA,California,6037,Los Angeles,33.9902,-118.0888,63635,63635,2961,polygon,TRUE,America/Los_Angeles,90660 90661 90662,1840020506
Beloit,WI,Wisconsin,55105,Rock,42.523,-89.0184,63470,36757,818,polygon,TRUE,America/Chicago,53511 53512,1840002471
Monessen,PA,Pennsylvania,42129,Westmoreland,40.1519,-79.8828,63467,7413,991,polygon,TRUE,America/New_York,15062,1840001146
Montebello,CA,California,6037,Los Angeles,34.0155,-118.1107,63335,63335,2934,polygon,TRUE,America/Los_Angeles,90640,1840020499
Encinitas,CA,California,6073,San Diego,33.0492,-117.2613,63131,63131,1295,polygon,TRUE,America/Los_Angeles,92007 92075 92024 92023,1840020619
Waltham,MA,Massachusetts,25017,Middlesex,42.3889,-71.2423,63002,63002,1910,polygon,TRUE,America/New_York,02452 02453 02451 02454 02455,1840000428
Blaine,MN,Minnesota,27003,Anoka,45.1696,-93.2078,62892,62892,717,polygon,TRUE,America/Chicago,55014 55434 55449,1840006719
Haverhill,MA,Massachusetts,25009,Essex,42.7838,-71.0871,62873,62873,736,polygon,TRUE,America/New_York,01832 01830 01835 01831,1840002450
Rocklin,CA,California,6061,Placer,38.8078,-121.2491,62787,62787,1240,polygon,TRUE,America/Los_Angeles,95677 95765,1840020232
Tulare,CA,California,6107,Tulare,36.1996,-119.34,62779,62779,1189,polygon,TRUE,America/Los_Angeles,93274 93275,1840021638
Council Bluffs,IA,Iowa,19155,Pottawattamie,41.2369,-95.8518,62524,62524,563,polygon,TRUE,America/Chicago,51503 51501 51502,1840007117
Sebring,FL,Florida,12055,Highlands,27.4771,-81.453,62473,10638,408,polygon,TRUE,America/New_York,33870 33875 33871,1840015986
Redmond,WA,Washington,53033,King,47.6776,-122.1176,62458,62458,1464,polygon,TRUE,America/Los_Angeles,98052 98073,1840019835
Gadsden,AL,Alabama,1055,Etowah,34.009,-86.0156,62402,35837,370,polygon,TRUE,America/Chicago,35901 35903 35904 35902,1840006332
San Luis Obispo,CA,California,6079,San Luis Obispo,35.2671,-120.6689,62391,47536,1397,polygon,TRUE,America/Los_Angeles,93401 93405 93403 93406,1840021734
Coon Rapids,MN,Minnesota,27003,Anoka,45.1756,-93.3095,62359,62359,1064,polygon,TRUE,America/Chicago,55433 55448,1840006714
North Miami,FL,Florida,12086,Miami-Dade,25.9008,-80.1686,62139,62139,2833,polygon,TRUE,America/New_York,33167 33160 33161 33168 33181,1840015154
Hamilton,OH,Ohio,39017,Butler,39.3938,-84.5652,62127,62127,1117,polygon,TRUE,America/New_York,45011 45015 45013 45012,1840003803
Rowlett,TX,Texas,48113,Dallas,32.9165,-96.5494,61999,61999,1172,polygon,TRUE,America/Chicago,75089 75088 75030,1840020711
Lakeville,MN,Minnesota,27037,Dakota,44.6777,-93.2522,61938,61938,663,polygon,TRUE,America/Chicago,55044,1840007859
Springfield,OR,Oregon,41039,Lane,44.0538,-122.981,61893,61893,1510,polygon,TRUE,America/Los_Angeles,97477 97403 97478 97475,1840021263
Beckley,WV,West Virginia,54081,Raleigh,37.7878,-81.1841,61693,16972,689,polygon,TRUE,America/New_York,25801 25802 25919,1840006350
La Habra,CA,California,6059,Orange,33.9278,-117.9513,61664,61664,3237,polygon,TRUE,America/Los_Angeles,90631 90632 90633,1840020585
Moore,OK,Oklahoma,40027,Cleveland,35.3294,-97.4758,61415,61415,1086,polygon,TRUE,America/Chicago,73160,1840020449
Burnsville,MN,Minnesota,27037,Dakota,44.7648,-93.2794,61290,61290,950,polygon,TRUE,America/Chicago,55306 55337,1840006766
Taylor,MI,Michigan,26163,Wayne,42.226,-83.2688,61177,61177,1000,polygon,TRUE,America/Detroit,48180,1840003965
Eastvale,CA,California,6065,Riverside,33.9617,-117.5803,61151,61151,1864,polygon,TRUE,America/Los_Angeles,92880 91752,1840028421
National City,CA,California,6073,San Diego,32.6654,-117.0983,61147,61147,3243,polygon,TRUE,America/Los_Angeles,91950 91951 92136,1840020622
Lehi,UT,Utah,49049,Utah,40.414,-111.8729,61130,61130,862,polygon,TRUE,America/Denver,84043,1840020168
Mankato,MN,Minnesota,27013,Blue Earth,44.172,-93.9782,61115,41720,871,polygon,TRUE,America/Chicago,56001 56002,1840008975
Port Orange,FL,Florida,12127,Volusia,29.1084,-81.0136,61105,61105,879,polygon,TRUE,America/New_York,32127 32129 32128,1840015077
Monterey Park,CA,California,6037,Los Angeles,34.0497,-118.1325,61075,61075,3074,polygon,TRUE,America/Los_Angeles,91754 91755 91756,1840020500
Rome,GA,Georgia,13115,Floyd,34.2657,-85.1863,61019,36407,442,polygon,TRUE,America/New_York,30161 30165 30162,1840014681
Marietta,GA,Georgia,13067,Cobb,33.9532,-84.542,60941,60941,1011,polygon,TRUE,America/New_York,30060 30062 30064 30067 30008 30006 30007 30061 30063 30065 30069 30090,1840015633
Malden,MA,Massachusetts,25017,Middlesex,42.4305,-71.0576,60840,60840,4657,polygon,TRUE,America/New_York,2148,1840000430
Lakewood,WA,Washington,53053,Pierce,47.1627,-122.5299,60665,60665,1363,polygon,TRUE,America/Los_Angeles,98498 98499 98496 98497,1840019860
Cupertino,CA,California,6085,Santa Clara,37.3167,-122.0465,60643,60643,2070,polygon,TRUE,America/Los_Angeles,95014 95015 95108,1840018950
Brentwood,CA,California,6013,Contra Costa,37.9356,-121.719,60532,60532,1573,polygon,TRUE,America/Los_Angeles,94513,1840018904
Albany,OR,Oregon,41043,Linn,44.6274,-123.0966,60463,53211,1171,polygon,TRUE,America/Los_Angeles,97321 97322,1840018605
Taylorsville,UT,Utah,49035,Salt Lake,40.657,-111.9493,60436,60436,2150,polygon,TRUE,America/Denver,84084 84123 84118 84129 84184,1840021387
Benton Harbor,MI,Michigan,26021,Berrien,42.116,-86.4484,60298,9919,865,polygon,TRUE,America/Detroit,49022 49023,1840003215
Noblesville,IN,Indiana,18057,Hamilton,40.0354,-86.0056,60183,60183,726,polygon,TRUE,America/Indiana/Indianapolis,46060 46062 46061,1840013891
Bristol,CT,Connecticut,9003,Hartford,41.6812,-72.9407,60147,60147,879,polygon,TRUE,America/New_York,06010 06011,1840004772
Morristown,TN,Tennessee,47063,Hamblen,36.2043,-83.3,60098,29663,419,polygon,TRUE,America/New_York,37813 37814 37778 37815 37816,1840014467
West Allis,WI,Wisconsin,55079,Milwaukee,43.0068,-88.0296,60087,60087,2037,polygon,TRUE,America/Chicago,53219 53214 53227,1840003034
Gardena,CA,California,6037,Los Angeles,33.8944,-118.3073,60048,60048,3977,polygon,TRUE,America/Los_Angeles,90247 90249,1840020482
Goldsboro,NC,North Carolina,37191,Wayne,35.3777,-77.9721,59969,35792,485,polygon,TRUE,America/New_York,27534 27530 27531 27532 27533,1840013432
La Mesa,CA,California,6073,San Diego,32.7703,-117.0203,59948,59948,2549,polygon,TRUE,America/Los_Angeles,91941 91942 91943 91944,1840020625
Saint Clair Shores,MI,Michigan,26099,Macomb,42.4922,-82.8957,59775,59775,1978,polygon,TRUE,America/Detroit,48081 48080 48082,1840003093
Pontiac,MI,Michigan,26125,Oakland,42.6493,-83.2878,59698,59698,1154,polygon,TRUE,America/Detroit,48342 48340 48341 48343,1840002427
Meriden,CT,Connecticut,9009,New Haven,41.5367,-72.7943,59622,59622,967,polygon,TRUE,America/New_York,06451 06450,1840004848
Dublin,CA,California,6001,Alameda,37.7161,-121.8962,59583,59583,1510,polygon,TRUE,America/Los_Angeles,94568 94551,1840018916
Coconut Creek,FL,Florida,12011,Broward,26.2803,-80.1842,59405,59405,1934,polygon,TRUE,America/New_York,33073 33063 33066,1840015132
Midland,MI,Michigan,26111,Midland,43.6239,-84.2316,59343,42096,475,polygon,TRUE,America/Detroit,48667 48642 48640 48641 48670 48674 48686,1840002660
Bangor,ME,Maine,23019,Penobscot,44.8322,-68.7906,59259,31985,360,polygon,TRUE,America/New_York,04401 04402,1840000238
Chapel Hill,NC,North Carolina,37135,Orange,35.9271,-79.0387,59246,59246,1080,polygon,TRUE,America/New_York,27514 27516 27517 27515 27599,1840016152
Pflugerville,TX,Texas,48453,Travis,30.4544,-97.6053,59245,59245,1007,polygon,TRUE,America/Chicago,78660 78691,1840020892
Novi,MI,Michigan,26125,Oakland,42.4786,-83.4893,59211,59211,756,polygon,TRUE,America/Detroit,48377 48375 48374 48167 48376,1840002423
Woodland,CA,California,6113,Yolo,38.6712,-121.75,59117,59068,1490,polygon,TRUE,America/Los_Angeles,95776 95695,1840021485
Royal Oak,MI,Michigan,26125,Oakland,42.5084,-83.1539,59006,59006,1933,polygon,TRUE,America/Detroit,48067 48073 48068,1840002430
San Rafael,CA,California,6041,Marin,37.9905,-122.5222,58954,58954,1373,polygon,TRUE,America/Los_Angeles,94901 94903 94913 94915,1840021513
Huntington Park,CA,California,6037,Los Angeles,33.98,-118.2167,58879,58879,7546,polygon,TRUE,America/Los_Angeles,90255,1840019235
Orland Park,IL,Illinois,17031,Cook,41.6075,-87.8618,58862,58862,1037,polygon,TRUE,America/Chicago,60467 60462,1840011310
Lewiston,ME,Maine,23001,Androscoggin,44.0915,-70.1681,58664,36140,408,polygon,TRUE,America/New_York,04240 04241 04243,1840000320
Ankeny,IA,Iowa,19153,Polk,41.7279,-93.6033,58627,58627,770,polygon,TRUE,America/Chicago,50023 50021,1840007066
Bartlett,TN,Tennessee,47157,Shelby,35.2337,-89.8195,58622,58622,701,polygon,TRUE,America/Chicago,38002 38133 38134 38135 38029,1840013472
Sanford,FL,Florida,12117,Seminole,28.7892,-81.276,58605,58605,982,polygon,TRUE,America/New_York,32773 32771 32772,1840015958
Arcadia,CA,California,6037,Los Angeles,34.1342,-118.0373,58523,58523,2068,polygon,TRUE,America/Los_Angeles,91006 91007 91066 91077,1840019223
Jefferson City,MO,Missouri,29051,Cole,38.5677,-92.1757,58439,43013,460,polygon,TRUE,America/Chicago,65101 65109 65102 65103 65104 65105 65106 65107 65108 65110 65111,1840008615
Columbus,IN,Indiana,18005,Bartholomew,39.2094,-85.9178,58406,46850,655,polygon,TRUE,America/Indiana/Indianapolis,47203 47201 47202,1840013714
Bowie,MD,Maryland,24033,Prince George's,38.9577,-76.7421,58393,58393,1201,polygon,TRUE,America/New_York,20720 20721 20716 20715 20717 20718 20719,1840005970
White Plains,NY,New York,36119,Westchester,41.022,-73.7548,58241,58241,2302,polygon,TRUE,America/New_York,10601 10606 10604 10605 10603 10602 10610,1840003477
Des Plaines,IL,Illinois,17031,Cook,42.0343,-87.9008,58141,58141,1573,polygon,TRUE,America/Chicago,60018 60016 60017 60019,1840007032
Staunton,VA,Virginia,51790,Staunton (city),38.1593,-79.0608,58077,24363,471,polygon,TRUE,America/New_York,24401 24402,1840001670
Doral,FL,Florida,12086,Miami-Dade,25.815,-80.3565,57947,57947,1610,polygon,TRUE,America/New_York,33178 33172 33122 33126 33166 33191,1840015148
Margate,FL,Florida,12011,Broward,26.2465,-80.2119,57870,57870,2522,polygon,TRUE,America/New_York,33068 33063,1840015999
Santee,CA,California,6073,San Diego,32.8555,-116.9848,57834,57834,1375,polygon,TRUE,America/Los_Angeles,92071,1840021992
Hot Springs,AR,Arkansas,5051,Garland,34.4915,-93.0488,57744,36867,406,polygon,TRUE,America/Chicago,71901 71913 71902 71903 71914,1840014670
Castle Rock,CO,Colorado,8035,Douglas,39.3761,-104.8536,57666,57666,655,polygon,TRUE,America/Denver,80104 80108 80109,1840022455
Casa Grande,AZ,Arizona,4021,Pinal,32.907,-111.7623,57635,54534,190,polygon,TRUE,America/Phoenix,85194 85193 85122 85130,1840019364
Carson City,NV,Nevada,32510,Carson City (city),39.1512,-119.7474,57522,54742,146,polygon,TRUE,America/Los_Angeles,89701 89703 89702 89705 89706 89711 89712 89713 89714,1840003826
Middletown,NY,New York,36071,Orange,41.4458,-74.4228,57478,27653,2103,polygon,TRUE,America/New_York,10940,1840000585
Manhattan,KS,Kansas,20161,Riley,39.1883,-96.605,57442,54983,1108,polygon,TRUE,America/Chicago,66506 66502 66503 66505,1840001589
Midwest City,OK,Oklahoma,40109,Oklahoma,35.463,-97.371,57305,57305,906,polygon,TRUE,America/Chicago,73110 73141 73130,1840020425
Saint Peters,MO,Missouri,29183,St. Charles,38.7825,-90.6061,57289,57289,986,polygon,TRUE,America/Chicago,63376,1840009721
Medford,MA,Massachusetts,25017,Middlesex,42.4234,-71.1087,57213,57213,2726,polygon,TRUE,America/New_York,02155 02153 02156,1840000431
Titusville,FL,Florida,12009,Brevard,28.5725,-80.8193,57193,46019,605,polygon,TRUE,America/New_York,32796 32780 32781 32783,1840015962
Hendersonville,TN,Tennessee,47165,Sumner,36.3063,-86.5997,57050,57050,700,polygon,TRUE,America/Chicago,37075 37077,1840014419
New Brunswick,NJ,New Jersey,34023,Middlesex,40.487,-74.445,56910,56910,4167,polygon,TRUE,America/New_York,08901 08903 08906 08933 08989,1840001339
Taunton,MA,Massachusetts,25005,Bristol,41.9036,-71.0943,56843,56843,469,polygon,TRUE,America/New_York,02780 02767 02718,1840003220
Tinley Park,IL,Illinois,17031,Cook,41.5671,-87.8049,56831,56831,1369,polygon,TRUE,America/Chicago,60487 60477,1840011331
Diamond Bar,CA,California,6037,Los Angeles,33.9992,-117.8161,56793,56793,1473,polygon,TRUE,America/Los_Angeles,91789 91765,1840019244
Smyrna,GA,Georgia,13067,Cobb,33.864,-84.5169,56664,56664,1424,polygon,TRUE,America/New_York,30126 30082 30080 30081,1840015634
Pittsfield,MA,Massachusetts,25003,Berkshire,42.4517,-73.2605,56628,42846,408,polygon,TRUE,America/New_York,01201 01202 01203,1840003116
Greenwood,IN,Indiana,18081,Johnson,39.6019,-86.1073,56545,56545,782,polygon,TRUE,America/Indiana/Indianapolis,46184 46142 46143,1840007332
Fountain Valley,CA,California,6059,Orange,33.7105,-117.9514,56529,56529,2405,polygon,TRUE,America/Los_Angeles,92708 92728,1840020575
Walla Walla,WA,Washington,53071,Walla Walla,46.0678,-118.3364,56509,32132,969,polygon,TRUE,America/Los_Angeles,99362,1840021174
Oak Lawn,IL,Illinois,17031,Cook,41.7139,-87.7528,56257,56257,2534,polygon,TRUE,America/Chicago,60453 60454,1840011306
East Stroudsburg,PA,Pennsylvania,42089,Monroe,41.0023,-75.1779,56230,10189,1383,polygon,TRUE,America/New_York,18301,1840003507
Novato,CA,California,6041,Marin,38.092,-122.5576,56004,56004,787,polygon,TRUE,America/Los_Angeles,94949 94945 94947 94998,1840020260
Chicopee,MA,Massachusetts,25013,Hampden,42.1764,-72.5719,55991,55991,946,polygon,TRUE,America/New_York,01020 01022 01013 01014 01021,1840000462
Kingston,NY,New York,36111,Ulster,41.9295,-73.9968,55793,23210,1197,polygon,TRUE,America/New_York,12401 12402,1840000493
Dearborn Heights,MI,Michigan,26163,Wayne,42.3164,-83.2769,55761,55761,1834,polygon,TRUE,America/Detroit,48127 48125,1840003970
Berwyn,IL,Illinois,17031,Cook,41.8433,-87.7909,55748,55748,5512,polygon,TRUE,America/Chicago,60402,1840007027
Bradenton,FL,Florida,12081,Manatee,27.49,-82.5746,55687,55687,1505,polygon,TRUE,America/New_York,34208 34209 34205 34204 34206 34280 34281 34282,1840014173
Hempstead,NY,New York,36059,Nassau,40.7043,-73.6193,55555,55555,5822,polygon,TRUE,America/New_York,11550 11551,1840005293
Watertown,NY,New York,36045,Jefferson,43.9734,-75.9094,55436,25900,1106,polygon,TRUE,America/New_York,13601,1840002200
Shoreline,WA,Washington,53033,King,47.7563,-122.3425,55333,55333,1830,polygon,TRUE,America/Los_Angeles,98155 98177 98133 98160,1840021118
Kettering,OH,Ohio,39113,Montgomery,39.6956,-84.1495,55306,55306,1141,polygon,TRUE,America/New_York,45440 45409 45429 45420 45419,1840003783
Hazleton,PA,Pennsylvania,42079,Luzerne,40.9504,-75.9724,55301,24659,1583,polygon,TRUE,America/New_York,18201,1840000753
Grants Pass,OR,Oregon,41033,Josephine,42.4334,-123.3318,55265,37779,1272,polygon,TRUE,America/Los_Angeles,97526 97527 97528,1840020087
Cape Girardeau,MO,Missouri,29031,Cape Girardeau,37.3107,-89.5595,55253,39628,528,polygon,TRUE,America/Chicago,63703 63701 63702,1840007598
Cartersville,GA,Georgia,13015,Bartow,34.1631,-84.8007,55195,20753,274,polygon,TRUE,America/New_York,30121 30120,1840014701
Williamsport,PA,Pennsylvania,42081,Lycoming,41.2398,-77.0371,55100,28834,1275,polygon,TRUE,America/New_York,17701 17703 17705 17720,1840000637
Ithaca,NY,New York,36109,Tompkins,42.4442,-76.5032,54992,30756,2203,polygon,TRUE,America/New_York,14853 14850 14851 14852,1840000442
Richland,WA,Washington,53005,Benton,46.2828,-119.2939,54989,54989,546,polygon,TRUE,America/Los_Angeles,99352 99354,1840019889
Highland,CA,California,6071,San Bernardino,34.1113,-117.1653,54939,54939,1131,polygon,TRUE,America/Los_Angeles,92359 92410 92346 92369,1840020405
Paramount,CA,California,6037,Los Angeles,33.8976,-118.1651,54909,54909,4482,polygon,TRUE,America/Los_Angeles,90723,1840020504
Commerce City,CO,Colorado,8001,Adams,39.8638,-104.8434,54869,54869,606,polygon,TRUE,America/Denver,80640 80022,1840018785
Huntersville,NC,North Carolina,37119,Mecklenburg,35.4055,-80.8741,54839,54839,530,polygon,TRUE,America/New_York,28078 28070,1840016349
Fond du Lac,WI,Wisconsin,55039,Fond du Lac,43.7719,-88.4396,54811,42951,876,polygon,TRUE,America/Chicago,54935 54937 54936,1840002603
Euless,TX,Texas,48439,Tarrant,32.8507,-97.0798,54769,54769,1305,polygon,TRUE,America/Chicago,76040 76051 76039,1840020693
Colton,CA,California,6071,San Bernardino,34.0538,-117.3254,54712,54712,1378,polygon,TRUE,America/Los_Angeles,92324,1840019120
Lake Havasu City,AZ,Arizona,4015,Mohave,34.5006,-114.3115,54662,53743,449,polygon,TRUE,America/Los_Angeles,86403 86406 86404 86405,1840021044
Arroyo Grande,CA,California,6079,San Luis Obispo,35.1243,-120.5849,54542,18097,1197,polygon,TRUE,America/Los_Angeles,93420 93421,1840019125
West Haven,CT,Connecticut,9009,New Haven,41.2738,-72.9669,54516,54516,1958,polygon,TRUE,America/New_York,6516,1840004852
Rosemead,CA,California,6037,Los Angeles,34.0688,-118.0823,54500,54500,4076,polygon,TRUE,America/Los_Angeles,91770 91771 91772,1840020495
Blue Springs,MO,Missouri,29095,Jackson,39.0124,-94.2722,54431,54431,941,polygon,TRUE,America/Chicago,64014 64015 64013,1840007396
Hoboken,NJ,New Jersey,34017,Hudson,40.7452,-74.0279,54379,54379,16663,polygon,TRUE,America/New_York,7030,1840003599
Normal,IL,Illinois,17113,McLean,40.522,-88.9877,54264,54264,1123,polygon,TRUE,America/Chicago,61761 61790,1840009401
Brunswick,GA,Georgia,13127,Glynn,31.145,-81.474,54213,16346,369,polygon,TRUE,America/New_York,31520 31521,1840013875
Mount Prospect,IL,Illinois,17031,Cook,42.0653,-87.937,54171,54171,2021,polygon,TRUE,America/Chicago,60056,1840011300
